city,contribution amount,degree level,division professional school,facility code,number of students,state,campus,date agreement received,year of yr participation
Herdon,99999,"Undergraduate, Grad",All,21912146,,,,
Owings Mill,99999,All,All,21901520,99999,MD,,,
Palm Beach Gardens,99999,All,All,219B0110,99999,FL,,,
Pittsburgh,99999,All,All,21941338,99999,PA,Penn Center West Campus,,NULL
Suitland,99999,All,All,21902320,99999,MD,,,
Rockville,99999,All,All,21904320,99999,MD,,,
Roswell,99999,All,All,21904111,99999,GA,,,
Orlando,99999,All,All,219B3110,99999,FL,Sand Lake Campus,,NULL
Savannah,99999,All,All,21904411,99999,GA,Savannah Campus,,NULL
Memphis,99999,All,All,21900342,99999,TN,Shelby,,NULL
Charlotte,99999,All,All,21903133,99999,NC,South Charlotte Campus,,
Washington,99999,All,All,21912109,99999,DC,Takoma Park Campus,,NULL
Tampa,99999,All,All,21963110,99999,FL,Tampa East Campus,,NULL
Plattsburgh,99999,Graduate,All,13945332,99999,NY,at Plattsburgh,,NULL
Alfred,1750,Undergraduate,All,119A0132,10,NY,of Technology at Alfred,11/05/2012,NULL
Selinsgrove,99999,Undergraduate,All,31999138,100,PA,NULL,07/05/2012,NULL
Swarthmore,5000,Undergraduate,All,31003938,3,PA,Swarthmore,10/04/2017,2017/2018
Sweet Briar,99999,Undergraduate,All,31001146,99999,VA,NULL,04/05/2012,NULL
Sweet Briar,99999,Graduate (Education),Education,31001146,99999,VA,NULL,04/05/2012,NULL
Syracuse,17389,Undergraduate,All,31879132,999999,NY,NULL,,2019/2020
Syracuse,7065,Graduate,Architecture,31879132,999999,NY,NULL,,2019/2020
Syracuse,13510,Graduate,Engineering and Computer Science,31879132,999999,NY,NULL,,2019/2020
Syracuse,7065,Graduate,Education,31879132,999999,NY,NULL,,2019/2020
Philippi,7500,Graduate,All,31903048,1,WV,NULL,02/05/2014,NULL
Syracuse,13510,Graduate,Visual & Performing Arts,31879132,999999,NY,NULL,,2019/2020
Syracuse,15670,Doctoral,Law,31879132,999999,NY,NULL,,2019/2020
Syracuse,13510,Graduate,Management,31879132,999999,NY,NULL,,2019/2020
Syracuse,17225,Graduate,Maxwell,31879132,999999,NY,NULL,,2019/2020
Syracuse,14495,Graduate,Information Studies,31879132,999999,NY,NULL,,2019/2020
Syracuse,17389,Undergraduate,All,31880132,999999,NY,University College,,2019/2020
Syracuse,13510,Graduate,Arts and Sciences,31879132,999999,NY,NULL,,2019/2020
Syracuse,14495,Graduate,All,31880132,999999,NY,University College,,2019/2020
Cleveland,3675,Undergraduate,All,34002611,25,GA,NULL,11/05/2012,
Warren,6048,All,All,24974435,20,OH,Warren,12/04/2012,NULL
Medford,5000,All (School of Arts & Sciences),School of Arts & Sciences,31807321,50,MA,Medford,01/05/2012,NULL
Medford,5000,All (School of Engineering),School of Engineering,31807321,50,MA,Medford,01/05/2012,NULL
Medford,5000,All (The Flethcher School of Law and Diplomacy),The Flethcher School of Law and Diplomacy,31807321,50,MA,Medford,01/05/2012,- Please make a selection -
Medford,5000,All (Friendman School of Nutrition Science and Policy),Friendman School of Nutrition Science and Policy,31807321,50,MA,Medford,01/05/2012,NULL
New Orleans,1000,All,All,31800118,20,LA,,,
Houston,1000,Graduate,Freeman School of Business,31040543,100,TX,,,
Tulsa,500,Undergraduate,All,24945436,40,OK,,,NULL
Greeneville,5500,Undergraduate,All,31001642,600,TN,,,
Greeneville,1800,Graduate,All,31001642,100,TN,,,
Tuskegee Institute,99999,Undergraduate,All,31903101,100,AL,,,NULL
Tuskegee Institute,99999,Undergraduate,All,31903101,100,AL,,,NULL
Davis,6000,Graduate (Business School),Business School,11802405,2,CA,,,
La Jolla,6000,Graduate,School of Global Policy and Strategy,11802305,4,CA,San Diego,12/05/2017,2017/2018
Los Angeles,9000,Graduate,UCLA Anderson,11801705,20,CA,Anderson Graduate School of Management,01/05/2012,NULL
Los Angeles,2000,Graduate,Fully Employed MBA & Executive MBA,11801705,15,CA,Anderson School Executive & Fully Employed MBA,,NULL
Clearwater,10000,All,All,249D1410,99999,FL,Clearwater,04/05/2012,NULL
Tampa,10000,All,All,249C6410,99999,FL,Tampa (on-line),04/05/2012,NULL
Barbourville,1215,Graduate,All,31000817,25,KY,NULL,,NULL
Barbourville,10920,Undergraduate,All,31000817,25,KY,NULL,,NULL
Lincoln,9495,Undergraduate,All,31901127,25,NE,NULL,09/05/2012,NULL
Schenectady,32847,Undergraduate,All,31004532,4,NY,Schenectady,,2019/2020
Schenectady,99999,Graduate,College,31383432,99999,NY,NULL,10/05/2012,2016/2017
Montpelier,99999,Undergraduate,Bachelor of Arts/Bachelor of Science,31013645,150,VT,,,
Cincinnati,99999,Graduate,MSOL and MS-NCL,31514035,50,OH,Cincinnati Academic Center,,2017/2018
Cincinnati,99999,Doctoral,PhD,31514035,50,OH,Cincinnati Academic Center,,2017/2018
Cincinnati,99999,Undergraduate,Bachelor of Science & Bachelor of Arts,31514035,250,OH,Cincinnati Academic Center,,2017/2018
Sacramento,5254,Graduate (Graduate College),MA/MEd/MAPsy,31101205,50,CA,,,
Hollywood,99999,Undergraduate,Bachelor of Science & Bachelor of Arts,31059510,250,FL,Florida Academic Center,12/05/2017,2017/2018
Omaha,10000,Undergraduate,Professional Studies,31800127,99999,NE,NULL,06/05/2019,2019/2020
Killeen,6600,All,All,11034043,2,TX,Central Texas,12/05/2014,NULL
Hillsboro,6000,Undergraduate,Tabor College,31002216,25,KS,NULL,09/05/2012,NULL
Upland,99999,Undergraduate,All,31002814,99999,IN,NULL,,NULL
New York,5000,All,All,33002532,50,NY,,01/05/2012,NULL
Philadelphia,99999,Undergraduate,All,11900238,99999,PA,NULL,,2017/2018
Philadelphia,1000,Graduate,College of Public Health,11900238,5,PA,NULL,,2017/2018
Philadelphia,2000,Professional,School of Podiatric Medicine,11900238,2,PA,NULL,05/05/2017,2017/2018
La Verne,99999,Undergraduate,All,31801005,50,CA,La Verne,02/05/2019,2019/2020
La Verne,99999,Graduate,All,31801005,30,CA,La Verne,06/05/2019,2019/2020
La Verne,99999,Doctoral,All,31801005,30,CA,La Verne,02/05/2019,2019/2020
Ontario,99999,Doctoral,College of Law,31803705,30,CA,Ontario,02/05/2019,2019/2020
Philadelphia,1000,Graduate,Tyler School of Art,11900238,5,PA,NULL,05/05/2017,2017/2018
Philadelphia,2000,Graduate,College of Engineering,11900238,10,PA,NULL,05/05/2017,2017/2018
Philadelphia,5000,Graduate,Fox School of Business - Online MBA,11900238,99999,PA,NULL,05/05/2017,2017/2018
Philadelphia,5000,Graduate,Tourism/Hospitality Management,11900238,5,PA,NULL,05/05/2017,2017/2018
Philadelphia,1000,Graduate,School of Pharmacy,11900238,2,PA,NULL,05/05/2017,2017/2018
San Luis Obispo,99999,All,All,31802205,30,CA,,,
Victorville,99999,All,All,31803005,30,CA,,,
Philadelphia,2500,Professional,Beasley School of Law,11900238,5,PA,NULL,05/05/2017,2017/2018
Philadelphia,1000,Graduate,Boyer College of Music,11900238,5,PA,NULL,05/05/2017,2017/2018
Philadelphia,1500,Graduate,Klein College of Media and Communication,11900238,99999,PA,NULL,05/05/2017,2017/2018
Cookeville,99999,All,All,11909142,99999,TN,NULL,,2016/2017
Athens,5000,Undergraduate,All,31005042,99999,TN,,,NULL
Towson,99999,All,All,24921920,99999,MD,Towson,01/05/2012,2016/2017
Baltimore,99999,All,All,24921520,99999,MD,Baltimore,01/05/2012,2016/2017
Beltsville,99999,All,All,24921720,99999,MD,Beltsville,,2016/2017
College Station,10000,All,All,11028943,25,TX,College Station,,NULL
Pasadena,99999,Graduate,Doctor of Chiropractic,31021343,99999,TX,,02/05/2012,NULL
Fort Worth,99999,Undergraduate,All,31927143,99999,TX,NULL,,2019/2020
Fort Worth,22726,Graduate,Neeley School of Business,31927143,9999,TX,,,
Sequin,99999,Undergraduate,All,31013643,75,TX,,,NULL
Houston,99999,All,All,24035943,99999,TX,North Houston,01/05/2012,2017/2018
Friendswood,99999,All,All,24036343,99999,TX,Friendswood,01/05/2012,2016/2017
Lubbock,5020,All,All,11030043,500,TX,,,NULL
Fort Worth,99999,All,All,31014043,99999,TX,Fort Worth,,NULL
Schaumburg,99999,All,All,21823113,99999,IL,,,
Tuscaloosa,99999,All,All,11000901,99999,AL,,02/05/2012,NULL
Toledo,99999,All,All,11967135,99999,OH,NULL,,NULL
Washington,99999,Undergraduate,All,21100087,99999,DC,,,NULL
San Antonio,99999,All,All,21040843,99999,TX,,,
Seattle,99999,All,All,24929447,99999,WA,Seattle,09/05/2012,NULL
Tampa,99999,All,All,21971110,99999,FL,Tampa,02/05/2012,NULL
Nashville,99999,All,All,21904142,99999,TN,,,
Tucson,99999,All,All,21004803,99999,AZ,,,
Virginia Beach,99999,All,All,21805846,99999,VA,Virginia Beach,02/05/2012,NULL
Sterling,99999,All,All,21927946,99999,VA,,,
Arlington,99999,All,All,21953246,99999,VA,Washington,02/05/2012,NULL
Sterling,99999,All,All,31927946,99999,VA,,,
Milwaukee,99999,All,All,21002249,99999,WI,,,
York,99999,All,All,249B4438,99999,PA,"York,,
Minneapolis,99999,All,All,21014423,99999,MN,Minnesota,09/05/2012,NULL
Denver,99999,All,All,21919106,99999,CO,Colorado,09/05/2012,NULL
Fort Worth,99999,All,All,21040643,99999,TX,,,
Houston,99999,All,All,249B3443,99999,TX,Houston,09/05/2012,NULL
Hamilton,99999,Graduate,All,31024146,20,VA,NULL,,NULL
Washington,99999,Graduate,All (Except Law),31000109,50,DC,NULL,09/05/2012,NULL
Washington,99999,Undergraduate,All,31000109,55,DC,NULL,,NULL
Washington,99999,Undergraduate/Graduate (Metropolitan School of Professional Studies),Metropolitan School of Professional Studies,31000109,50,DC,,,
Indianapolis,99999,All,All,24931314,99999,IN,,02/05/2012,NULL
Charleston,7500,Undergraduate,All,11001240,10,SC,NULL,,- Please make a selection -
Charleston,3000,Graduate,College,11001240,5,SC,NULL,,NULL
Caldwell,6000,Undergraduate,All,31000112,99999,ID,NULL,,NULL
Ewing,2000,Undergraduate,All,11000530,5,NJ,NULL,10/05/2012,NULL
Ewing,4500,Graduate,All,11000530,5,NJ,NULL,10/05/2012,NULL
New Rochelle,2340,Undergraduate,School of Arts & Sciences,31383532,50,NY,,,
New Rochelle,2340,Undergraduate,School of Nursing,31383532,50,NY,,,
New Rochelle,2340,Graduate,Graduate School,31383532,25,NY,,,
New Rochelle,750,Undergraduate,School of New Resources,31383532,125,NY,,,
Albany,99999,Undergraduate,All,31916132,99999,NY,NULL,02/05/2014,NULL
Albany,99999,Graduate,All,31916132,99999,NY,NULL,02/05/2014,NULL
White Plains,6700,Undergraduate,All,24935432,150,NY,NULL,06/05/2015,NULL
St. Helena,99999,Undergraduate,All,31010205,99999,CA,Greystone,05/04/2012,NULL
Hyde Park,99999,Undergraduate,All,34932432,99999,NY,Hyde Park,05/04/2012,NULL
San Antonio,999999,Undergraduate,All,249M3443,99999,TX,,,
Olympia,130680,All,Liberal Arts College,11132647,10,WA,,,
Chicago,99999,All,All,21823013,99999,IL,,,
Baltimore,5000,All,School of Nursing,31802720,10,MD,School of Nursing,,2019/2020
Chicago,12500,Graduate (Law School),Law School,31034113,99999,IL,NULL,,NULL
Los Angeles,99999,Undergraduate,All,24003205,99999,CA,,01/05/2012,NULL
Santa Clarita,99999,All,All,31503105,200,CA,,,NULL
Brookline,99999,All,All,34005221,99999,MA,,02/05/2012,NULL
New York,999999,All,All,319D1132,100,NY,NULL,,2018/2019
Philadelphia,4000,All,All,31005438,25,PA,Philadelphia,,2019/2020
Toledo,99999,Doctoral,Nursing,12008835,10,OH,,,
Greenville,99999,Undergraduate,All,31938138,99999,PA,NULL,,NULL
Trenton,1500,Undergraduate,School of Applied Science and Technology,11904130,99999,NJ,NULL,,NULL
Trenton,1500,Undergraduate,Heavin School of Arts and Sciences,11904130,99999,NJ,NULL,,NULL
Trenton,1500,Undergraduate,John S. Watson School of Public Service & Continuing Studies,11904130,99999,NJ,NULL,,NULL
Trenton,1500,Undergraduate,School of Business & Management,11904130,99999,NJ,NULL,,NULL
Trenton,1350,Graduate,School of Applied Science and Technology,11904130,250,NJ,On Line School,,NULL
Trenton,1350,Graduate,Heavin School of Arts and Sciences,11904130,300,NJ,On Line School,,NULL
Trenton,1350,Graduate,School of Nursing,11904130,100,NJ,On Line School,,NULL
Trenton,1350,Graduate,John S. Watson School of Public Service & Continuing Education,11904130,100,NJ,On Line School,,NULL
Trenton,1350,Graduate,School of Business & Management,11904130,250,NJ,On Line School,,NULL
Bethany,2000,Graduate,All,31001236,10,OK,NULL,11/05/2012,NULL
Trenton,1028,Undergraduate,All (minus W. Carey Edwards School of Nursing),11904130,500,NJ,NULL,09/05/2012,NULL
Waterville,2883,All,Undergraduate,31001419,99999,ME,,,NULL
Waterville,99999,Graduate,All,31001419,383,ME,,,NULL
San Diego,99999,Juris Doctorate,Law School,31600105,99999,CA,NULL,08/05/2012,NULL
Lansing,1000,All (Juris Doctor),Juris Doctor,31050222,12,MI,, Auburn Hills,
Crestview Hills,11000,Undergraduate,Traditional Programs,31001217,200,KY,NULL,09/05/2012,NULL
Crestview Hills,1500,Undergraduate,Non Traditional Program,31001217,200,KY,NULL,09/05/2012,NULL
Crestview Hills,1500,Graduate,All,31001217,100,KY,NULL,09/05/2012,NULL
Tallahassee,500,All,All,31064010,99999,FL,Tallahassee,09/04/2012,NULL
Thomasville,99999,All,All,31002511,99999,GA,NULL,12/04/2016,2016/2017
Philadelphia,99999,All,All,24940638,99999,PA,Philadelphia,01/05/2012,NULL
Glendale,10000,Graduate,All,31903103,99999,AZ,NULL,09/04/2014,NULL
Tiffin,1000,Undergraduate,All,31002235,11,OH,NULL,07/05/2012,NULL
Tiffin,2000,Graduate,All,31002235,11,OH,NULL,07/05/2012,NULL
Toccoa Falls,3000,Undergraduate,All,31901111,25,GA,NULL,03/05/2012,NULL
New York,11000,Graduate,All,31805032,50,NY,New York,11/05/2017,2017/2018
Lexington,7405,Undergraduate,All,31000717,9999,KY,Lexington,,2018/2019
Nashville,8000,Undergraduate,Traditional,31003042,99999,TN,NULL,03/05/2012,NULL
Nashville,14000,Graduate,Physician Assistant School,31003042,99999,TN,NULL,03/05/2012,NULL
Nashville,14000,Graduate,Psychology,31003042,99999,TN,NULL,03/05/2012,NULL
Nashville,14000,Graduate,School of Business,31003042,99999,TN,NULL,03/05/2012,NULL
Nashville,14000,Graduate,School of Education,31003042,99999,TN,NULL,03/05/2012,NULL
Erie,99999,Undergraduate,All,24910438,40,PA,Erie,04/05/2012,NULL
Pittsburgh,99999,Undergraduate,All,24953438,60,PA,Pittsburgh,04/05/2012,NULL
Sunbury,99999,Undergraduate,All,24953438,60,PA,,,
DuBois,99999,Undergraduate,All,24954438,60,PA,DuBois,04/05/2012,NULL
Greensburg,99999,Undergraduate,All,24977438,60,PA,,,
Bethlehem,99999,Undergraduate,All,24992538,60,PA,Bethlehem,04/05/2012,NULL
Cypress,99999,All,All,21008705,99999,CA,,,
Angola,4000,Undergraduate,Trine University,31001014,40,IN,,03/05/2012,NULL
Angola,900,Undergraduate (School of Professional Studies/Trine Virtual Campus),All (School of Professional Studies/Trine Virtual Campus),31001014,10,IN,,,NULL
Trinidad,1000,Undergraduate,All,14805106,10,CO,NULL,,NULL
Palos Heights,25000,Undergraduate,All,31959113,99999,IL,,03/04/2012,NULL
Hartford,18000,Undergraduate,All,31000407,10,CT,NULL,,2017/2018
Santa Ana,99999,Graduate,Trinity Law School,31615405,200,CA,,,NULL
Deerfield,4500,Undergraduate,Trinity College,31945113,100,IL,NULL,,NULL
Deerfield,700,Graduate,Trinity Graduate School,31945113,100,IL,NULL,,NULL
Deerfield,700,Graduate,Trinity Evangelical Divinity School,31945113,100,IL,NULL,,NULL
Deerfield,700,Doctoral,Trinity Evangelical Divinity School,31945113,100,IL,NULL,,NULL
Everett,99999,Undergraduate,All,31927447,100,WA,NULL,,NULL
Washington,6000,All,All,31000709,50,DC,NULL,,NULL
Buffalo,99999,Undergraduate,All,34945432,30,NY,Buffalo,03/05/2012,NULL
Sumter,99999,All,All,11001040,99999,SC,Shaw AFB/Sumter,,2016/2017
Bethesda,99999,All,All,11004820,99999,MD,Bethesda,,NULL
Clarksville,99999,All,All,11006742,99999,TN,Clarksville,,NULL
Fayetteville,99999,All,All,11008433,99999,NC,,,
Ft. Carson,99999,All,All,11012506,99999,CO,,,
San Antonio,99999,All,All,11041843,99999,TX,,,
Ft. Lewis,99999,All,All,11414647,99999,WA,Ft. Lewis WA,,NULL
Dothan,99999,All,All,11800201,99999,AL,Dothan,,2016/2017
Pensacola,99999,All,All,11801210,99999,FL,NAS Pensacola,,2016/2017
Tampa,99999,All,All,11801310,99999,FL,,,
Columbus,99999,All,All,11811111,99999,GA,,,
Atlanta,99999,All,All,11811211,99999,GA,,,
Brunswick,99999,All,All,11811311,99999,GA,,,
Albany,99999,All,All,11811411,99999,GA,Albany,,2016/2017
Augusta,99999,All,All,11811611,99999,GA,Augusta,,2016/2017
Covington,99999,All,All,11811711,99999,GA,Covington,,2016/2017
Arlington,99999,All,All,11851146,99999,VA,Arlington,,NULL
Norfolk,99999,All,All,11851246,99999,VA,Norfolk,,NULL
Malmstrom AFB,99999,All,All,21000426,99999,MT,Malmstrom AFB,,NULL
Davis-Monthan AFB,99999,All,All,11800103,99999,AZ,Tucson,,NULL
Montgomery,99999,All,All,11800101,99999,AL,,,
Phenix City,99999,All,All,11800501,99999,AL,Phenix City,,2016/2017
Ft. Walton Beach,99999,All,All,11801110,99999,FL,,,
Tyndall AFB,99999,All,All,11801510,99999,FL, Tyndall AFB",Panama City,
Orlando,99999,All,All,11801810,99999,FL,,,
Troy,99999,All,All,11800001,99999,AL,Troy,,2016/2017
Sacramento,99999,Undergraduate,Bachelor of Science & Bachelor of Arts,31101205,250,CA,,,
Sacramento,99999,Graduate,MSOL,31101205,50,CA,,,
Jackson,250,Graduate,All,31902142,15,TN,NULL,08/05/2012,NULL
Jackson,4000,Undergraduate,All,31902142,50,TN,NULL,08/05/2012,NULL
Chula Vista,500,Undergraduate,All,25809305,99999,CA,,,
San Diego,500,Undergraduate,All,24003605,99999,CA,,,
Huntington Park,500,Undergraduate,All,24003805,99999,CA,Huntington Park,,NULL
El Monte,500,Undergraduate,All,24005205,99999,CA,El Monte,,NULL
Van Nuys,500,Undergraduate,All,24005305,99999,CA,,,
San Bernardino,500,Undergraduate,All,24005405,99999,CA,,,
Ontario,500,Undergraduate,All,24005505,99999,CA,Ontario,,NULL
Daphne,2700,Graduate,All,21952401,99999,AL,NULL,08/05/2012,NULL
Flint,99999,All,All,11804322,99999,MI,Flint,,NULL
Omaha,1000,Undergraduate,All,34901127,8,NE,,,NULL
Avondale,2000,Undergraduate,Universal Technical Institute,24909403,5,AZ,NULL,,2018/2019
Tempe,6500,Graduate,All,21901103,200,AZ,NULL,,NULL
Tempe,6500,Undergraduate,All,21901103,200,AZ,NULL,,NULL
Fayetteville,2000,All,All,11810104,40,AR,NULL,,NULL
Jacksonville,1000,Graduate,All,11812604,50,AR,,,
Billings,4000,Graduate,All,31000726,1000,MT,,05/04/2012,NULL
Billings,3500,Undergraduate,All,31000726,1000,MT,,05/04/2012,NULL
Bridgeport,99999,All,All,31000807,150,CT,NULL,,NULL
Merced,6500,All,All,11104105,6,CA,Merced,08/05/2012,NULL
Irvine,99999,Graduate,School of Business,11800105,10,CA,Irvine,03/05/2012,NULL
Berkeley,5000,Graduate,School of Law,11801605,5,CA,Berkeley,,NULL
Irvine,5000,Juris Doctorate,School of Law,11800105,10,CA,Irvine School of Law,03/05/2012,NULL
Los Angeles,99999,Graduate/Professional,School of Law,11801705,10,CA,School of Law,09/04/2012,NULL
Los Angeles,9000,Graduate (UCLA Anderson/MBA),UCLA Anderson/MBA,11801705,20,CA,School of Law,,NULL
Charleston,9750,Undergraduate,All,31000548,100,WV,,01/05/2012,NULL
Chicago,99999,All (Graham School of General Studies),Graham School of General Studies,31003313,99999,IL,,,
Chicago,15000,All (School of Social Services Administration),School of Social Services Administration,31003313,99999,IL,,,
Chicago,15000,All (Harris School of Public Policy),Harris School of Public Policy,31003313,99999,IL,,,
Chicago,99999,Graduate (Law School),Law School,31003313,99999,IL,,,
Chicago,99999,All (Divinity School),Divinity School,31003313,99999,IL,,,
Chicago,99999,All (Biological Sciences Division),Biological Sciences Division,31003313,99999,IL,,,
Chicago,99999,All (School of Physical Sciences),School of Physical Sciences,31003313,99999,IL,,,
Chicago,99999,All (Pritzker School of Medicine),Pritzker School of Medicine,31003313,99999,IL,,,
Chicago,17912,All (Humanities Division),Humanities Division,31003313,99999,IL,,,
Chicago,17912,All (Social Sciences Division),Social Sciences Division,31003313,99999,IL,,,
Chicago,30000,All (Chicago Booth),Chicago Booth,31003313,99999,IL,,,
Chicago,99999,Undergraduate (College),College,31003313,99999,IL,,,
Cincinnati,7892,Undergraduate,All,11516135,25,OH,NULL,03/05/2012,NULL
Cincinnati,6045,Graduate,All,11516135,15,OH,NULL,03/05/2012,NULL
Cincinnati,9192,Doctoral,College of Law,11516135,5,OH,NULL,03/05/2012,NULL
