dapipid,agencyid,agencyname,programid,programname,sequentialid,actiondescription,actiondate,justificationdescription,justificationother,enddate
113908045,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908046,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908048,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908050,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908051,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908052,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908053,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908054,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908055,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908056,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908058,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908059,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908060,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908061,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908062,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908063,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908064,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908065,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908066,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908067,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908068,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908069,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908070,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908071,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908072,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908074,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908075,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908076,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908077,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908079,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908080,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908081,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908081,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908083,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908084,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908085,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908087,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908088,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908089,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908090,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908091,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908092,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908093,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908094,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908095,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908096,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908097,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908098,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908100,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908101,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908102,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908103,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908104,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908105,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908107,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908109,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908111,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908113,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908114,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908115,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908116,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908117,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908118,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908119,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908120,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908121,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908122,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908123,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908124,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908125,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
